SpeciesUId,Class,Order,Name,ScientificName,Icon,Notes,Level,RedData
791,Birds,Seed Eaters,Green Twinspot,Mandingoa nitidula,835a.png,"  Very small; upperparts, throat and breast olive green, washed golden below; face red (%) or buff (&amp;); belly black, boldly spotted white. Evergreen forest. E Cape to Soutpansberg and Mozambique. Locally fairly common resident.",1,N
792,Birds,Seed Eaters,Pink-throated Twinspot,Hypargos margaritatus,838a.png,"  Very small; above brown; rump and tail dull red; face and breast rose pink (%) or grey (&amp;); belly black, boldly spotted pale pink (%) or white, spotted black and white on flanks only (&amp;). Scrub and tangles at edge of evergreen forest. Lake St Lucia to Save River, Mozambique. Fairly common resident.",1,N
793,Birds,Seed Eaters,Red-throated Twinspot,Hypargos niveoguttatus,839a.png,"  Very small; similar to Pinkthroated Twinspot, but face and breast of % deep crimson; belly spots white; breast of &amp; light red, shading to buff on face; belly grey, spotted black and white on flanks only. Forest edge. Tropical NE. Common resident.",1,N
794,Birds,Seed Eaters,African Firefinch,Lagonosticta rubricata,840a.png,"  Very small; bill bluegrey. Male: crown grey (S Africa to s Mozambique) or red (more northerly populations); back and wings brown; face, underparts and rump deep red, lightly spotted white on flanks; centre of belly and undertail coverts black. Female: above like %; face grey (s birds) or pink (n birds); lores bright red; below pale red, shading to tawny on belly. Rank grass, brushwood, thickets, bracken-brier. E Cape to e Zimbabwe and adjacent Mozambique. Common resident.",1,N
795,Birds,Seed Eaters,Jameson's Firefinch,Lagonosticta rhodopareia,841a.png,"  Very small; similar to Bluebilled Firefinch, but upperparts redder, less contrasting with more pinky-red underparts; centre of crown brown; &amp; has undertail coverts barred black. Rank grass, thickets, edges of cultivation, riverine forest. NE and extreme N from Zululand to Ovamboland. Common resident.",1,N
796,Birds,Seed Eaters,Red-billed Firefinch,Lagonosticta senegala,842a.png,"  Very small; bill red. Male: above brown; rump deep red; face and underparts dull pinky-red, shading to deep buff on belly; flanks faintly spotted white. Female: above brown; rump and lores deep red; below deep buff without any red, faintly spotted white across breast. Rank grass, thickets, gardens, mainly in thornveld and drier woodland. Widespread except in mountains, fynbos, desert and most of Kalahari basin. Common resident and nomad.",1,N
797,Birds,Seed Eaters,Blue Waxbill,Uraeginthus angolensis,844a.png,"  Very small; above brown; rump, tail, face, throat and breast light blue (paler in &amp;); belly buff. Thornveld, riverine bush, gardens. KwaZulu-Natal and n Free State to tropical NE and N. Locally common resident.",1,N
798,Birds,Seed Eaters,Violet-eared Waxbill,Uraeginthus granatinus,845a.png,"  Very small; tail longish; body chestnut (%) or light brown (&amp;), paler below; forehead and rump blue; ear coverts violet (paler in &amp;); bill bright red. Dry savanna, riverine bush. Transvaal lowveld to Zimbabwe and Kalahari basin to Namibia. Locally common resident.",1,N
799,Birds,Seed Eaters,Common Waxbill,Estrilda astrild,846a.png,"  Very small; finely barred above and below; above brown; below pinkish white; bill, eyestripe and centre of belly bright red; undertail coverts black. Rank vegetation, usually near water. Widespread except central Kalahari basin. Common resident.",1,N
800,Birds,Seed Eaters,Black-faced Waxbill,Estrilda erythronotos,847a.png,"  Very small; bill and face black; above grey, washed reddish on back, finely barred black; rump and belly wine-red; centre of belly and undertail coverts black. Dry savanna, riverine thornbush. Western Free State, Northwest Province, Kalahari basin and n Namibia. Locally common resident.",1,N
801,Birds,Seed Eaters,Grey Waxbill,Estrilda perreini,848a.png,"  Very small; mostly grey, paler below; rump crimson; chin and tail black. Evergreen forest, dense woodland. KwaZulu-Natal to tropical NE. Locally common resident.",1,N
802,Birds,Seed Eaters,Swee Waxbill,Coccopygia melanotis,850a.png,"  Very small; crown, nape and breast grey; back yellowish olive; rump and lower half of bill bright red; face (in % only) and tail black; belly yellowish buff. Forest, plantations, gardens, streamside bush. Sw Cape to Transvaal, s Zimbabwe and n Namibia. Locally common resident.",1,N
803,Birds,Seed Eaters,African Quail-finch,Ortygospiza fuscocrissa,852a.png,"  Very small; entirely terrestrial; above grey; eyepatch, chin and centre of lower belly white; forehead and throat black (%) or grey (&amp;); breast and flanks barred black and white; upper belly light rufous; bill red. Voice high-pitched irregular tinkling tink-tink or tirrilink in flight. Open short grassland, edges of vleis. Widespread except in arid and forested regions. Common resident and nomad.",1,N
804,Birds,Seed Eaters,Orange-breasted Waxbill,Amandava subflava,854a.png,"  Very small; highly gregarious; above dull grey, bill, rump and undertail coverts bright red. Male: eyebrow bright red; below orange-yellow, washed orange across breast, barred dusky on flanks. Female: no red eyebrow; below pale yellow, barred dusky on flanks. Moist grassland, vleis, reedbeds. Highveld to moist e and ne regions, to Caprivi. Locally common resident and nomad.",1,N
805,Birds,Seed Eaters,Cut-throat Finch,Amadina fasciata,855a.png,  Very small; bill heavy; boldly barred with black above and below; above brown; below fawn with rich brown patch in centre of belly; % has crimson band on white throat. Drier woodland and savanna. Mainly tropical N. Uncommon resident and nomad.,1,N
806,Birds,Seed Eaters,Red-headed Finch,Amadina erythrocephala,856a.png,"  Very small; bill very heavy; head of % bright red; above greyish brown, faintly barred on rump only; below barred black and white; centre of belly white; tail tipped white. Open grassland, dry savanna, farmyards. Common resident and nomad.",1,N
807,Birds,Seed Eaters,Bronze Mannikin,Lonchura cucullata,857a.png,"  Very small; head to upper breast black, washed iridescent green; back greyish brown; rest of underparts white, barred black on flanks and undertail coverts. Thickets, savanna, woodland, gardens. E Cape to tropical NE. Very common resident.",1,N
808,Birds,Seed Eaters,Red-backed Mannikin,Lonchura nigriceps,858a.png,"  Very small; head and breast black; back bright chestnut; wings barred black and white; rest of underparts white, barred black on flanks. Evergreen forest edge, thickets, gardens. Tropical E to NE. Fairly common resident.",1,N
809,Birds,Seed Eaters,Magpie Mannikin,Lonchura fringilloides,859a.png,"  Very small; head and throat black; back brown, barred buff; rest of underparts white, mottled black on flanks, with incomplete black collar on breast. Bamboo thickets, edges of evergreen forest. Eastern lowlands from s KwaZulu-Natal.",1,N
810,Birds,Seed Eaters,Pin-tailed Whydah,Vidua macroura,860a.png,"  Very small, with long tail in %; legs and feet blackish. Male: above pied black and white; below white; bill bright red; 4 central tail feathers very long, used in bouncing display flight. Female: head boldly striped black and tawny; rest of upperparts streaked black and tawny; below white, washed buff on breast and flanks; bill brownish red. Savanna, grassland, gardens. Widespread except most of Namibia and w Kalahari basin. Very common resident and nomad.",1,N
811,Birds,Seed Eaters,Shaft-tailed Whydah,Vidua regia,861a.png,"  Very small, with long tail in %. Male: upperparts and undertail coverts black; nape band and underparts tawny yellow; bill and legs red. Female: similar to &amp; Pintailed Whydah, but head not boldly striped; bill and legs dull red. Dry thornveld. Mainly dry W. Common resident and nomad.",1,N
812,Birds,Seed Eaters,Long-tailed Paradise Whydah,Vidua paradisaea,862a.png,"  Very small, with long tail in %. Male: upperparts, throat and very long tail black; longest tail feathers taper to points; nape collar and underparts deep ochre yellow, washed chestnut across breast. Female: head boldly striped buff and dark brown; rest of upperparts streaked buff and brown; below buffy white, darker on breast and flanks; bill blackish. Savanna, woodland. Mainly n half of s Africa. Very common resident and nomad.",1,N
813,Birds,Seed Eaters,Broad-tailed Paradise Whydah,Vidua obtusa,863a.png,"  Very small, with long tail in %; similar to Paradise Whydah, but longest tail feathers of % broad and rounded at tips. Savanna, woodland. E Transvaal and extreme tropical NE to Caprivi. Uncommon resident.",1,N
814,Birds,Seed Eaters,Dusky Indigobird,Vidua funerea,864a.png,"  Very small; bill white, legs red. Male: glossy black, wings edged brownish. Female: above buff, streaked black; head boldly striped black and tawny-buff; below white, washed greyish on breast and flanks. Grassy hills, savanna, canefields, roadsides, gardens. E and NE from e Cape to Caprivi. Locally common nomad.",1,N
815,Birds,Seed Eaters,Purple Indigobird,Vidua purpurascens,865a.png,"  Very small; bill and legs whitish. Male: glossy black, wings edged brownish. Female: similar to &amp; Black Widowfinch, except for white legs. Savanna, bushveld. Tropical NE to Caprivi. Uncommon resident.",1,N
816,Birds,Seed Eaters,Village Indigobird,Vidua chalybeata,867a.png,"  Very small; bill and legs red (but bill white in Namibia and n Botswana). Male: glossy black, wings edged brownish. Female: similar to &amp; Black Widowfinch, but bill red, breast washed tawny. Savanna, thickets. Free State and n KwaZulu-Natal to tropical NE and N. Common nomad.",1,N
817,Birds,Seed Eaters,Common Chaffinch,Fringilla coelebs,868a.png,"  Small; wing black with bold white patch and bar; tail dark with white edges. Male: crown and nape grey; back chestnut; rump green; below brownish pink, shading to white under tail. Female: similar to % but crown brown like back, underparts pale brownish. Gardens, parks, plantations. Cape Peninsula. Uncommon resident.",1,N
818,Birds,Seed Eaters,Yellow-fronted Canary,Crithagra mozambica,869a.png,"  Very small; above dull green, streaked darker; eyebrow, cheeks, rump and underparts light yellow; flanks greyish; dark eyestripe and malar stripe; tail dark, tipped white. Woodland, savanna, gardens. E Cape to moist NE and N. Common resident.",1,N
819,Birds,Seed Eaters,Black-throated Canary,Crithagra atrogularis,870a.png,"  Very small; above streaked black on grey; rump bright yellow; tail dark, tipped white; below dull white, mottled black on throat. Savanna, woodland, semidesert, farmland, gardens. Widespread except in most arid w regions and moister e lowlands and mountains. Locally common resident.",1,N
820,Birds,Seed Eaters,Lemon-breasted Canary,Crithagra citrinipectus,871a.png,"  Very small; above pale grey, streaked black; rump yellow; malar patch black; small white spot above and below base of bill; wing coverts dusky, edged white. Male: cheeks, streak behind eye and underparts yellow, shading to whitish on lower belly. Female: lacks yellow on cheeks and underparts; below buff, lightly streaked darker on breast and flanks. Palm and thorn savanna. Tropical E from Zululand northward. Locally fairly common resident.",1,N
821,Birds,Seed Eaters,Cape Canary,Serinus canicollis,872a.png,"  Very small; nape and mantle bluegrey; crown greenish gold; rest of upperparts light olive green, finely streaked darker; below deep yellow, washed greenish across breast. Fynbos, montane grassland, bracken-brier, gardens. Sw Cape to mountains of e escarpment to Zimbabwe. Very common resident and nomad.",1,N
822,Birds,Seed Eaters,Forest Canary,Crithagra scotops,873a.png,"  Very small; yellowish green, darker above, streaked dark green above and below; lores to chin black; throat and eyebrow brighter yellow. Evergreen forest, plantations, gardens. Mountains and forest of e Cape to Soutpansberg. Locally fairly common resident.",1,N
823,Birds,Seed Eaters,Cape Siskin,Crithagra totta,874a.png,"  Very small; above brown, streaked darker on crown and nape; tips of wing and tail feathers white; rump and underparts greenish yellow, streaked brown on breast of &amp;, flanks washed brownish. Rocky slopes with fynbos. Sw and s Cape. Fairly common resident.",1,N
824,Birds,Seed Eaters,Drakensberg Siskin,Crithagra symonsi,875a.png,"  Very small; outer tail feathers white. Male: crown and nape dull green, streaked darker; rest of upperparts brown, washed green on rump; below yellowish green, shading to brownish on belly. Female: above brown with darker streaking and mottling; below brownish, paler on belly, streaked darker on throat and breast. Rocky cliffs and slopes of mountains. Ne Cape to Lesotho, KwaZulu-Natal and e Free State. Locally common resident.",1,N
825,Birds,Insect Eaters,Black-headed Canary,Serinus alario,876a.png,"  Very small to small. Male: head and breast black (marked with white in n Cape and s Namibia); rest of upperparts chestnut; rest of underparts white. Female: above greyish brown, faintly streaked darker; rump and wing coverts dull chestnut; below pale brownish, shading to buff on belly. Montane and arid rocky slopes, coastal fynbos. Karoo, Namaqualand, s Namibia. Locally common nomad.",1,N
826,Birds,Seed Eaters,Brimstone (Bully) Canary ,Crithagra sulphurata,877a.png,"  Small; upperparts, eyestripe and malar stripe yellowish green, streaked darker; eyebrow, cheeks and underparts deep yellow, washed green across breast and flanks. Coastal bush, thickets, wooded gullies, gardens. Sw Cape to E and NE. Uncommon resident and nomad.",1,N
827,Birds,Seed Eaters,Yellow Canary,Crithagra flaviventris,878a.png,"  Very small. Male: similar to Bully Canary, but bill smaller, forehead and rump yellow; no greenish wash on underparts. Female: above greyish brown, streaked darker; rump yellow; below off-white, streaked dusky on breast and flanks. Montane and arid shrubland, fynbos, gardens. Winter-rainfall region and dry W. Common resident and nomad.",1,N
828,Birds,Seed Eaters,White-throated Canary,Crithagra albogularis,879a.png,"  Small; grey, streaked darker above; rump bright greenish yellow; eyebrow and throat white. Fynbos, riverine bush, desert scrub. Karoo, sw Cape and dry W. Common resident and nomad.",1,N
829,Birds,Seed Eaters,Protea Seedeater (Canary),Crithagra leucoptera,880a.png,"  Small; dull grey, streaked darker above; 2 faint whitish wingbars; chin blackish, throat white. Mountain fynbos. Sw Cape. Uncommon resident.",1,N
830,Birds,Seed Eaters,Streaky-headed Seedeater,Crithagra gularis,881a.png,"  Small; similar to Whitethroated Canary, but lacks yellow rump; crown clearly streaked black on whitish; eyebrow clear white, narrow, extending to sides of neck; ear coverts plain greyish brown. Savanna, montane scrub, gardens. Sw Cape to highveld, KwaZulu-Natal and Zimbabwe. Fairly common resident and nomad.",1,N
831,Birds,Seed Eaters,Golden-breasted Bunting,Emberiza flaviventris,884a.png,"  Small; similar to Cabanis's Bunting, but cheek stripe runs below eye to bill, back rufous streaked darker, rump plain grey, breast washed orange. Woodland, savanna, plantations. Widespread except in arid regions and high mountains. Common resident.",1,N
832,Birds,Seed Eaters,Cape Bunting,Emberiza capensis,885a.png,"  Small; head boldly striped black and white; above streaked black and grey; wing bright rusty; below grey. Rocky places, usually near water. Widespread in higher and drier places with rocks. Common resident.",1,N
833,Birds,Seed Eaters,Cinnamon-breasted Bunting,Emberiza tahapisi,886a.png,"  Very small to small; head boldly striped black and white; back streaked black on brown; below rich cinnamon brown. Rocky places, erosion slopes, overgrazed savanna. Widespread except in fynbos, most arid regions and moister e lowlands. Locally common resident.",1,N
834,Birds,Seed Eaters,Lark-like Bunting,Emberiza impetuani,887a.png,"  Very small; bill conical; above streaked black on brown; wing feathers edged dull rufous; below light buffy brown. Voice sharp tip callnote, especially in flight. Arid savanna, karoo, Kalahari sandveld, rocky hills. Locally very common nomad.",1,N
2001,Reptiles,Crocodile,Nile Crocodile,Crocodylus niloticus,2001.jpg,"Nile crocodiles have a dark bronze colouration above, with black spots on the back and a dirty purple on the belly. The flanks, which are yellowish-green in colour, have dark patches arranged in oblique stripes. There is some variation relative to environment; specimens from swift-flowing waters tend to be lighter in colour than those dwelling in lakes or swamps. They have green eyes. Nile crocodile is a quadruped with four short, splayed legs, a long, powerful tail, a scaly hide with rows of ossified scutes running down its back and tail, and powerful jaws.",1,N
2010,Reptiles,Agamas and Leguaans,Tree Agama,Acanthocercus atricollis,2010.jpg,This is a large ( 20-35cm long) reptile with a thick body covered with prickly scales . There is a black spot on the shoulder . Females and immatures have a lichen color . The male has a bright ultramarine head. ,1,N
2011,Reptiles,Agamas and Leguaans,Spiny Agama,Agama aculeata distanti,2011.jpg,"Length is 76-100 mm . With a Triangular head and rounded snout , this agama is colored olive - brown to Reddish ( some times gray or yellowish ) with a light creamy - white to pink belly . There are four or five paired Darker blotches on the back -many smaller blotches continuous down the tail . Breeding males Become blue on the sides hun heads .",1,N
2012,Reptiles,Agamas and Leguaans,Southern Rock Agama,Agama atra atra,2012.jpg,"This rather sociable agama is normally found in small groups or colonies. It grows up to about 25 cm and has a thin dorsal crest that runs the length of its body. It typically has a short, plump body and a thin tail, with a triangular head. During the breeding season, the heads of the males become bright blue. The males also take to sitting on top of prominent rocks and are therefore a common sight in mountainous areas of South Africa. The females and young are a more uniform greyish-brown and are much more shy. ",1,N
2013,Reptiles,Agamas and Leguaans,Tropical spiny agama ,Agama armata,2013.jpg,"A small ground-dwelling agama, it reaches a length of 22 cm and is coloured grey, brown, or red with pale crossbars along the vertebral pale stripe. Displaying males' heads are coloured green or blue. ",1,N
2014,Reptiles,Agamas and Leguaans,Rock / Tree Leguaan,Varanus albigularis albigularis,2014.jpg,"This lizard reaches 2 meters (6 ft 7 in) in length, with its tail and body being of equal size. The head and neck are the same length, and are distinct from each other.[11] Their bulbous, convex snouts give an angular, box-like appearance. Their forked tongues are pink or bluish, and their scales are usually a mottled gray-brown with yellowish or white markings.",1,N
2015,Reptiles,Agamas and Leguaans,Water / Nile Leguaan,Varanus niloticus niloticus,2015.jpg,"They have muscular bodies, strong legs, and powerful jaws. Their teeth are sharp and pointed in juvenile animals and become blunt and peg-like in adults. They also possess sharp clawsused for climbing, digging, defense, or tearing at their prey. Like all monitors, they have forked tongues. The Nile monitor has quite striking, but variable, skin patterns, as they are greyish-brown above with greenish-yellow barring on the tail and large, greenish-yellow rosette-like spots on their backs with a blackish tiny spot in the middle. Their throats and undersides are an ochre-yellow to yellow-cream with some faint barring often on their throats.",1,N
2016,Reptiles,Agamas and Leguaans,Southern Spiny Agama,Agama hispida,2016.jpg,"The southern spiny agama is a medium-sized agama with rounded snout housed on a broad head. It is yellow-green body with bluish-grey belly. The tail is longer than the head and body in males, but slightly shorter in females. They are a terrestrial species that live in short tunnels dug at the base of a bush in open, sandy veld and often occupy burrows of ground squirrel colonies. Larger males often display territorial actions from boulders to lesser members of the species.",1,N
2100,Reptiles,Geckos,Velvety Gecko,Homopholis wahlbergi,2100.jpg,This is a large gecko up to 21 cm. the skin looks like velvet and feels like soft velvet to the touch. Its back varies from dark grey to soft grey-brown and may be crossed with paler chevrons or crossbars or have mottled paler areas nestled along the centre of its back and spine.,1,N
2101,Reptiles,Geckos,Tropical Gecko,Hemidactylus mabouia,2101.jpg,"This species can attain a maximum length, from snout to vent, of 12.7 cm. Being nocturnal, it has very large eyes which are useful in spotting prey in low light conditions. ",1,N
2102,Reptiles,Geckos,Common Dwarf Gecko,Lygodactylus capensis capensis ,2102.jpg,"Length (snout to vent length) is 39 mm for males, 43 mm for females. Throat is stippled with grey or brown while the belly is cream coloured. The back is grey-brown with dark streak from snout to shoulder or beyond.[2] Its tail is remarkable for having the underside covered in adhesive lamellae enabling its use as a fifth limb. ",1,N
2104,Reptiles,Geckos,Cape Thicktoed Gecko,Pachydactylus capensis,2104.jpg,Cape thick-toed geckos are small to medium-sized geckos with a tail (that can regenerate) slightly longer than the body. It has a light-brown back to grey-brown with a white belly.,1,N
2116,Reptiles,Geckos,Common Giant Ground Gecko,Chondrodactylus angulifer ,2116.jpg,"The Giant ground gecko (70 to 90mm) has a big head with a short snout on a large, strong, cylindrical body. The tail is shorter than the body. The eyes are a prominent feature, bulging with vertical pupils adding to the charisma of this species. They are terrestrial and nocturnal which stay in a short burrow, re-dug of an evening time, or a disused scorpion den that they have enlarged. The back varies from pale orange to red-brown with a variety of irregular, overlapping patterns. The belly is pink-white. When these geckos feel endangered they will stand with their stiffened legs allowing the tail to arch in a scorpion fashion over their back. They will lunge and bite if necessary. They do carry a small amount of poison, which is harmless.",1,N
2117,Reptiles,Geckos,Common Barking Gecko,Ptenopus garrulus,2117.jpg,"Common barking geckos are small barking geckos that is known to become active for a short time with their calls heralding a desert sunset. They will also call on cooler mornings in a series of between 1 to 13 clicks, normally around 5. The back varies the back is usually greyish-yellow with black crossbars and reddish-brown speckles. The belly is white and the throat has an orange or yellow heart shape on the throat.",1,N
2201,Reptiles,Skinks and Lizzards,Common striped skink ,Mabuya striata striata ,2201.jpg,This skink is brown or bronze coloured with two yellowish stripes that run lengthwise on either side of the spine. Both sexes grow to a length of 25 cm. ,1,N
2202,Reptiles,Skinks and Lizzards,Three-lined Skink,Mabuya capensis,2202.jpg,"The lizard is a large (sometimes quite fat) skink, with three stripes running down its back. Its skin is olive-brown to gray, and between the stripes and on its flanks are lots of small dark spots. The belly is greyish white. Occasionally the stripes on the back can be quite pale. Its body is rather elongated and the limbs are short ",1,N
2212,Reptiles,Skinks and Lizzards,Yellow-throated Plated Lizard,Gerrhosaurus flavigularis,2212.jpg,"The yellow-throated plated lizard is a medium-sized lizard, with a slender body and a small head. This species is a quick mover and will shed the tail if caught, which it can regenerate. It has a dark red-brown to olive back with yellow, dark-edged dorsolateral stripes. The flanks are darker than the body and belly is cream coloured.",1,N
2233,Reptiles,Skinks and Lizzards,Black and yellow sand lizard ,Heliobolus lugubris ,2233.jpg,"Juveniles of this species are more black with light spots and move with a hunched gait, mimicking the appearance of Anthia ground beetles (oogpister).",1,N
2234,Reptiles,Skinks and Lizzards,Kalahari Tree Skink,Mabuya spilogaster,2234.jpg,"It is a medium-sized skink that is found in a dry savannah type habitat. It has an upper dark brown body has broad, pale dorsal stripes and there are scattered spots and stripes between the stripes. A white belly has irregular dark speckles.",1,N
2235,Reptiles,Skinks and Lizzards,Spotted Desert Lizard,Meroles suborbitalis,2235.jpg,"It is a medium-sized desert lizard with a rounded snout and visible lobed ear openings, that is found in a varied habitat of arid savannah to desert. It is slate coloured with a pinky sheen with irregular rows of dark, pale-edged spots.",1,N
2300,Reptiles,Chameleons,Flap-necked Chameleon,Chamaeleo dilepis dilepis,2300.jpg,"The flap-necked chameleon, Chamaeleo dilepis, is native to sub-Saharan Africa. It is a large chameleon, reaching 35 cm (14 in). Colouring ranges through various shades of green, yellow, and brown. There is usually a pale stripe on the lower flanks and one to three pale patches higher on the flanks. ",1,N
2404,Reptiles,Snakes,African Python,Python sebae natalensis,2404.jpg,"Africa’s largest snake species and one of the world's largest, the typical African rock python adult measures 4.8 m. The African rock python's body is thick and covered with colored blotches, often joining up in a broad, irregular stripe. Body markings vary between brown, olive, chestnut, and yellow, but fade to white on the underside.",1,N
2406,Reptiles,Snakes,Brown House Snake,Lamprophis fuliginosus ,2406.jpg,"The largest of Namibia's house snakes is the brown house snake. They are uniform red-brown body with 2 yellow streaks on the side of the head. Brown house snakes from the Namib Desert and other dryer regions will be more light orange in colour. The belly is off-white. They are known to bite at first, but settle down in houses and do not need to be bothered. Very few house snakes exceed 1m in length. They have small eyes with vertical pupils and the body is covered in smooth scales. Most house snakes are terrestrial, although some species live underground in termite nests whilst others will forage around in rock crevices and cracks.",1,N
2413,Reptiles,Snakes,Twinstriped Shovel-snout,Prosymna bivittata,2413.jpg,"The two-striped shovel-snout is a slender snake with an upturned snout. Shovel-snouted snakes have cylindrical bodies with a head that cannot be distinguished from the neck. Smooth scales and a short tail that ends in a spine are other distinguishing features. Their shovel-snouted snouts, so called because of the depressed angular, upturned appearance, enables them to burrow in loose soil, where they can feed almost exclusively on reptile eggs, which are swallowed hole. The back is purple-brown to red-brown with an orange stripe running down the backbone. The belly is white.",1,N
2415,Reptiles,Snakes,Mole Snake,Pseudaspis cana ,2415.jpg,"Mole snakes are a harmless species of constrictor that live underground in disused animal burrows. The upper body is a plain light to red-brown. The name is derived from their habit of eating moles. They also eat other small mammals and some mole snakes also eat eggs, swallowing them whole. They are up for a fight when first caught, usually biting and twisting for all they're worth and can give you a nasty wound that requires stitches. Snake lovers will tell you they make great pets and are known to fast.",1,N
2419,Reptiles,Snakes,Tree Snake,Dispholidus typus typus ,2419.jpg,"The eyes are exceptionally large, and the head has a characteristic egg-like shape. Coloration is very variable. Males are light green with black or blue scale edges, but adult females may be brown. ",1,N
2432,Reptiles,Snakes,Black Mamba,Dendroaspis polylepis,2432.jpg,"Contrary to its common name, the black mamba is not actually black. It takes its name from the interior of the snake's mouth, which is inky-black in colour. The head is often said to be ""coffin-shaped"" with a somewhat pronounced brow ridge and a medium-sized eye. The black mamba's skin colouration can vary between olive-brown to grey hues, or sometimes khaki and some individuals may display dark mottling towards the posterior that may form oblique bars. The underbody is often pale yellow or cream coloured and the eyes are dark brown to black with a silver or pale yellow corona surrounding the pupil.",1,N
2434,Reptiles,Snakes,Puff-adder,Bitis arietans arietans,2434.jpg,"The head has a less than triangular shape with a blunt and rounded snout. Still, the head is much wider than the neck. The head has two well-marked dark bands: one on the crown and the other between the eyes. On the sides of the head, there are two oblique dark bands or bars that run from the eye to the supralabials. Below, the head is yellowish white with scattered dark blotches. Iris color ranges from gold to silver-gray.",1,N
2450,Reptiles,Snakes,Slender quill-nosed snake ,Xenocalamus bicolor lineatus ,2450.jpg,"4 colour phases include striped, spotted, reticulated and melanistic.",1,N
2461,Reptiles,Snakes,Horned adder ,Bitis caudalis ,2461.jpg,"A short, stout little viper with a triangular head, and distinctive horns, one above each eye. It usually averages 30–40 cm in total length (body + tail). It tends to bury itself in sand so that only the eyes and nose is exposed.",1,N
2462,Reptiles,Snakes,Cape Cobra,Naja nivea,2462.jpg,"For a cobra, the Cape cobra is relatively small in size, although it has a broad head. These snakes are black to brown, orange and yellow body, often mottled with coffin-shaped head. They spreads a wide hood when threatened, though they do not spit venom. They are most active during the day and early evening and are a nervous and deadly species. The venom is neurotoxic and a bite from the Cape cobra usually results in death in humans.",1,N
2463,Reptiles,Snakes,Karoo Sand Snake,Psammophis notostictus,2463.jpg,Karoo sand snakes or whip snakes are the most common snake in southern Namibia and many are killed crossing roads. The back is light grey to dark brown with stripes and spots. The belly is off-white with strips and blushes. They prefer a dry scrubland. They are lender snakes with a long tail that are very fast when after prey.,1,N
2600,Reptiles,Tortoises,Leopard tortoise,Geochelone pardalis babcocki,2600.jpg,"The carapace is high and domed, sometimes with pyramid shaped scutes.  The skin and background colour are cream to yellow, and the carapace is marked with black blotches, spots or even dashes or stripes.",1,N
2606,Reptiles,Tortoises,Pan hinged terrapin ,Pelusios subniger ,2606.jpg,"The East African black mud turtle has a smooth, domed carapace with a length of 5.1-7.9 inches. The carapace is typically dark brown, gray, or black, often with yellow markings on the margins. The plastron is hinged, and can be brown, grey, black, or yellow. The upper jaw has a blunt unnotched, nonbucuspid tomium. The head of an adult is generally uniform in color, never vermiculated. Like all side-necked turtles, the neck retracts sideways ",1,N
2607,Reptiles,Tortoises,Kalahari Tent Tortoise,Psammobates oculifer,2607.jpg,"The Kalahari Tent Tortoise is so called because of its preference for habitats in the desert of the same name. The convex carapace has a unique set of serrated shields that usually curl upwards at the rear region. They are usually yellowish on a black background that form eye-like patterns which are more easily identified on the sides of the shell. It can be found in woodland and north central thorn bush and savannah regions mentioned in the distribution section. It avoids the dryer western and north-western regions of the country. Peak foraging periods are in the morning, decreasing in the late afternoon and early evening.",1,N
4001,Mammals,Carnivores: Cats,African Wild Cat,Felis silvestris lybica,4001.jpg,"The fur colour of the African wildcat is light sandy grey, and sometimes with a pale yellow or reddish hue. The ears are reddish to grey, with long light yellow hairs around the pinna. Stripes around the face are dark ochre to black ",1,N
4002,Mammals,Carnivores: Cats,Caracal,Caracal caracal,4002.jpg,"The caracal has large, tufted ears like a lynx. Its fur is reddish-brown. Caracals have white fur on the abdomen, chin and throat. Black lines run from the eye to the nose. Its fur coat is short and very dense. The ears are lightly colored in the front and are black in the back. The top of its ears have long, black tufts that are about 4.4 n) long and look like the ear tufts of a lynx ",1,N
4003,Mammals,Carnivores: Cats,Cheetah,Acinonyx jubatus,4003.jpg,"The cheetah'schest is deep and its waist is narrow. The coarse, short fur of the cheetah is tan with round black spots measuring from 2 to 3 cm across, affording it some camouflage while hunting. There are no spots on its white underside, but the tail has spots, which merge to form four to six dark rings at the end. The tail usually ends in a bBlack ""tear marks"" running from the corner of its eyes down the sides of the nose to its mouth keep sunlight out of its eyes and aid in hunting and seeing long distances.shy white tuft.  ",1,N
4004,Mammals,Carnivores: Cats,Leopard,Panthera pardus,4004.jpg,"The coat color varies from pale yellow to deep gold or tawny, and is patterned with black rosettes. The head, lower limbs and belly are spotted with solid black. the fur under the belly tends to be lighter Tcoloured and of a softer, downy type.",1,N
4005,Mammals,Carnivores: Cats,Lion,Panthera leo,4005.jpg,"Lion colouration varies from light buff to yellowish, reddish, or dark ochraceous brown. The underparts are generally lighter and the tail tuft is black.  The mane of the adult male lion, unique among cats, is one of the most distinctive characteristics of the species. ",1,N
4006,Mammals,Carnivores: Cats,Serval,Leptailurus serval ,4006.jpg,"The serval is a medium-sized cat, measuring 59 to 92 cm in head-body length, with a relatively short tail. The head is small in relation to the body, and the tall, oval ears are set close together. The pattern of the fur is variable. Usually, the serval is boldly spotted black on tawny, with two or four stripes from the top of the head down the neck and back, transitioning into spots.",1,N
4007,Mammals,Carnivores: Cats,African Civet,Civettictis civetta,4007.jpg,"This a stocky animal with a long body and appears short-legged for its size although its hind limbs are noticeably larger and more powerful. It has a short broad neck, a pointed muzzle, small rounded ears, small eyes and a long bushy tail. ",1,N
